@_fa,affiliation,article-number,citedby-count,dc:creator,dc:identifier,dc:title,eid,freetoread,freetoreadLabel,link,openaccess,openaccessFlag,pii,prism:aggregationType,prism:coverDate,prism:coverDisplayDate,prism:doi,prism:eIssn,prism:isbn,prism:issn,prism:issueIdentifier,prism:pageRange,prism:publicationName,prism:url,prism:volume,pubmed-id,source-id,subtype,subtypeDescription
true,"[{'@_fa': 'true', 'affilname': 'South China University of Technology', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",,2,Dong Z.,SCOPUS_ID:85181113292,WHERE WILL ROMANCE OCCUR A New Prediction Method of Urban Love Map through Deep Learning,2-s2.0-85181113292,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85181113292'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85181113292?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85181113292&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85181113292&origin=inward'}]",1,True,,Conference Proceeding,2022-01-01,2022,10.52842/conf.caadria.2022.1.213,27104265,"[{'@_fa': 'true', '$': '[9789887891772]'}]",27104257,,213-222,Proceedings of the International Conference on Computer-Aided Architectural Design Research in Asia,https://api.elsevier.com/content/abstract/scopus_id/85181113292,,,21101210850,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Chandigarh University', 'affiliation-city': 'Mohali', 'affiliation-country': 'India'}]",,3,Borawar L.,SCOPUS_ID:85153678075,Anomaly Detection Methods in Surveillance Videos: A Survey,2-s2.0-85153678075,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85153678075'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85153678075?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85153678075&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85153678075&origin=inward'}]",0,False,,Conference Proceeding,2022-01-01,2022,10.1109/SMARTGENCON56628.2022.10084028,,"[{'@_fa': 'true', '$': '[9781665454995]'}]",,,,"2022 International Conference on Smart Generation Computing, Communication and Networking, SMART GENCON 2022",https://api.elsevier.com/content/abstract/scopus_id/85153678075,,,21101148463,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Bharat Electronics', 'affiliation-city': 'Bengaluru', 'affiliation-country': 'India'}]",,3,Kalpana A.,SCOPUS_ID:85146339089,Pix2Pix GAN Image Synthesis To Detect Electric Vehicle License Plate,2-s2.0-85146339089,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85146339089'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85146339089?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146339089&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85146339089&origin=inward'}]",0,False,,Conference Proceeding,2022-01-01,2022,10.1109/ICCCMLA56841.2022.9989063,,"[{'@_fa': 'true', '$': '[9781665462464]'}]",,,439-443,"Proceedings of 4th International Conference on Cybernetics, Cognition and Machine Learning Applications, ICCCMLA 2022",https://api.elsevier.com/content/abstract/scopus_id/85146339089,,,21101131464,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'The Royal Institute of Technology (KTH)', 'affiliation-city': 'Stockholm', 'affiliation-country': 'Sweden'}]",,0,Eivazi H.,SCOPUS_ID:85143814149,NON-LINEAR ORTHOGONAL MODAL DECOMPOSITIONS IN TURBULENT FLOWS VIA AUTOENCODERS,2-s2.0-85143814149,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85143814149'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85143814149?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85143814149&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85143814149&origin=inward'}]",0,False,,Conference Proceeding,2022-01-01,2022,,,,,,,"12th International Symposium on Turbulence and Shear Flow Phenomena, TSFP 2022",https://api.elsevier.com/content/abstract/scopus_id/85143814149,,,21101125489,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Vel Tech Rangarajan Dr.Sagunthala R&amp;D Institute of Science and Technology', 'affiliation-city': 'Chennai', 'affiliation-country': 'India'}]",,3,Balaji S.,SCOPUS_ID:85143542429,Hybrid Deep-Generative Adversarial Network Based Intrusion Detection Model for Internet of Things Using Binary Particle Swarm Optimization,2-s2.0-85143542429,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85143542429'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85143542429?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85143542429&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85143542429&origin=inward'}]",1,True,,Journal,2022-01-01,2022,10.37391/ijeer.100432,2347470X,,,4,948-953,International Journal of Electrical and Electronics Research,https://api.elsevier.com/content/abstract/scopus_id/85143542429,10,,21101067520,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'College of Engineering and Computer Science', 'affiliation-city': 'Orlando', 'affiliation-country': 'United States'}]",,1,Laynes Fiascunari V.,SCOPUS_ID:85142749467,Preliminary Study for Impact of Social Media Networks on Traffic Prediction,2-s2.0-85142749467,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85142749467'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85142749467?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142749467&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85142749467&origin=inward'}]",0,False,,Book Series,2022-01-01,2022,10.1007/978-3-031-19647-8_15,18650937,"[{'@_fa': 'true', '$': '[9783031196461]'}]",18650929,,204-218,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/85142749467,1643 CCIS,,17700155007,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'SUNY Oneonta', 'affiliation-city': 'Oneonta', 'affiliation-country': 'United States'}]",,12,Pence H.E.,SCOPUS_ID:85142539359,Future of Artificial Intelligence in Libraries,2-s2.0-85142539359,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85142539359'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85142539359?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142539359&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85142539359&origin=inward'}]",0,False,,Journal,2022-01-01,2022,10.1080/02763877.2022.2140741,15411117,,02763877,4,133-143,Reference Librarian,https://api.elsevier.com/content/abstract/scopus_id/85142539359,63,,4700152758,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Academia Româna', 'affiliation-city': 'Bucharest', 'affiliation-country': 'Romania'}]",,4,Barbu T.,SCOPUS_ID:85142035613,Multiple Pedestrian Tracking Framework using Deep Learning-based Multiscale Image Analysis for Stationary-camera Video Surveillance,2-s2.0-85142035613,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85142035613'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85142035613?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142035613&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85142035613&origin=inward'}]",0,False,,Conference Proceeding,2022-01-01,2022,10.1109/ISC255366.2022.9922217,,"[{'@_fa': 'true', '$': '[9781665485616]'}]",,,,ISC2 2022 - 8th IEEE International Smart Cities Conference,https://api.elsevier.com/content/abstract/scopus_id/85142035613,,,21101120702,cp,Conference Paper
true,,,0,,SCOPUS_ID:85140961385,"2022 IEEE 2nd Conference on Information Technology and Data Science, CITDS 2022 - Proceedings",2-s2.0-85140961385,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85140961385'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85140961385?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85140961385&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85140961385&origin=inward'}]",0,False,,Conference Proceeding,2022-01-01,2022,,,"[{'@_fa': 'true', '$': '[9781665496537]'}]",,,,"2022 IEEE 2nd Conference on Information Technology and Data Science, CITDS 2022 - Proceedings",https://api.elsevier.com/content/abstract/scopus_id/85140961385,,,21101117462,cr,Conference Review
true,"[{'@_fa': 'true', 'affilname': 'ETH Zürich', 'affiliation-city': 'Zurich', 'affiliation-country': 'Switzerland'}]",012040,4,Zhang Y.,SCOPUS_ID:85139099578,Stochastic Solar Irradiance from Deep Generative Networks and their Application in BIPV Design,2-s2.0-85139099578,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139099578'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139099578?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139099578&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139099578&origin=inward'}]",1,True,,Conference Proceeding,2022-01-01,2022,10.1088/1755-1315/1078/1/012040,17551315,,17551307,1,,IOP Conference Series: Earth and Environmental Science,https://api.elsevier.com/content/abstract/scopus_id/85139099578,1078,,19900195068,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'State Key Laboratory of Industrial Control Technology', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",,1,Li L.,SCOPUS_ID:85137982345,Spatial-Temporal Semantic Generative Adversarial Networks for Flexible Multi-step Urban Flow Prediction,2-s2.0-85137982345,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85137982345'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85137982345?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85137982345&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85137982345&origin=inward'}]",0,False,,Book Series,2022-01-01,2022,10.1007/978-3-031-15934-3_63,16113349,"[{'@_fa': 'true', '$': '[9783031159336]'}]",03029743,,763-775,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),https://api.elsevier.com/content/abstract/scopus_id/85137982345,13531 LNCS,,25674,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Department of Aeronautics and Astronautics', 'affiliation-city': 'Stanford', 'affiliation-country': 'United States'}]",,18,Itkina M.,SCOPUS_ID:85136322830,Multi-Agent Variational Occlusion Inference Using People as Sensors,2-s2.0-85136322830,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85136322830'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85136322830?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85136322830&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85136322830&origin=inward'}]",0,False,,Conference Proceeding,2022-01-01,2022,10.1109/ICRA46639.2022.9811774,,"[{'@_fa': 'true', '$': '[9781728196817]'}]",10504729,,4585-4591,Proceedings - IEEE International Conference on Robotics and Automation,https://api.elsevier.com/content/abstract/scopus_id/85136322830,,,25456,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Huaiyin Teachers University', 'affiliation-city': 'Huainan', 'affiliation-country': 'China'}]",5161398,1,Zhang L.,SCOPUS_ID:85135435647,Contemporary Advertising Text Art Design and Effect Evaluation by IoT Deep Learning under the Smart City,2-s2.0-85135435647,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85135435647'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85135435647?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135435647&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135435647&origin=inward'}]",1,True,,Journal,2022-01-01,2022,10.1155/2022/5161398,19390122,,19390114,,,Security and Communication Networks,https://api.elsevier.com/content/abstract/scopus_id/85135435647,2022,,18000156707,ar,Article
true,,,0,,SCOPUS_ID:85125587647,"Doctoral Symposium on Information and Communication Technologies, DSICT 2021",2-s2.0-85125587647,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85125587647'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85125587647?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125587647&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125587647&origin=inward'}]",0,False,,Book Series,2022-01-01,2022,,18761119,"[{'@_fa': 'true', '$': '[9783030937171]'}]",18761100,,,Lecture Notes in Electrical Engineering,https://api.elsevier.com/content/abstract/scopus_id/85125587647,846 LNEE,,19700186822,cr,Conference Review
true,"[{'@_fa': 'true', 'affilname': 'China Aerospace Academy of Systems Science and Engineering', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",9496442,0,Wang L.,SCOPUS_ID:85125193354,Construction and Analysis of Governance Evaluation Index System of Beijing Urban Subcenter Based on System Theory and Information Theory,2-s2.0-85125193354,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85125193354'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85125193354?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125193354&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125193354&origin=inward'}]",1,True,,Journal,2022-01-01,2022,10.1155/2022/9496442,15308677,,15308669,,,Wireless Communications and Mobile Computing,https://api.elsevier.com/content/abstract/scopus_id/85125193354,2022,,17543,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Georgia Institute of Technology', 'affiliation-city': 'Atlanta', 'affiliation-country': 'United States'}]",103418,12,An B.Y.,SCOPUS_ID:85120471410,A contingent diffusion model of local climate change policy adoption: Evidence from Southern California cities,2-s2.0-85120471410,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85120471410'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85120471410?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120471410&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120471410&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0264275121003176'}]",0,False,S0264275121003176,Journal,2022-01-01,January 2022,10.1016/j.cities.2021.103418,,,02642751,,,Cities,https://api.elsevier.com/content/abstract/scopus_id/85120471410,120,,16956,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Tongji University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",108457,22,Qiao R.,SCOPUS_ID:85118487837,Improvement of thermal comfort for underground space: Data enhancement using variational autoencoder,2-s2.0-85118487837,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85118487837'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85118487837?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118487837&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118487837&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0360132321008532'}]",0,False,S0360132321008532,Journal,2022-01-01,January 2022,10.1016/j.buildenv.2021.108457,,,03601323,,,Building and Environment,https://api.elsevier.com/content/abstract/scopus_id/85118487837,207,,26874,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'University of Guelph', 'affiliation-city': 'Guelph', 'affiliation-country': 'Canada'}]",108406,21,Moradi M.,SCOPUS_ID:85117386572,A comprehensive indoor–outdoor urban climate model with hydrology: The Vertical City Weather Generator (VCWG v2.0.0),2-s2.0-85117386572,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85117386572'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85117386572?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117386572&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117386572&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0360132321008039'}]",0,False,S0360132321008039,Journal,2022-01-01,January 2022,10.1016/j.buildenv.2021.108406,,,03601323,,,Building and Environment,https://api.elsevier.com/content/abstract/scopus_id/85117386572,207,,26874,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Yunnan University', 'affiliation-city': 'Kunming', 'affiliation-country': 'China'}]",,10,Yang B.,SCOPUS_ID:85100352993,ST-FVGAN: filling series traffic missing values with generative adversarial network,2-s2.0-85100352993,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85100352993'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85100352993?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100352993&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100352993&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1942786722004234'}]",0,False,,Journal,2022-01-01,2022,10.1080/19427867.2021.1879624,19427875,,19427867,4,407-415,Transportation Letters,https://api.elsevier.com/content/abstract/scopus_id/85100352993,14,,21100255479,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Heilongjiang University', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",,82,Zhang L.,SCOPUS_ID:85107977450,FedDPGAN: Federated Differentially Private Generative Adversarial Networks Framework for the Detection of COVID-19 Pneumonia,2-s2.0-85107977450,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85107977450'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85107977450?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107977450&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107977450&origin=inward'}]",1,True,,Journal,2021-12-01,December 2021,10.1007/s10796-021-10144-6,15729419,,13873326,6,1403-1415,Information Systems Frontiers,https://api.elsevier.com/content/abstract/scopus_id/85107977450,23,,15572,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Hoseo University', 'affiliation-city': 'Asan', 'affiliation-country': 'South Korea'}]",,2,Lim D.H.,SCOPUS_ID:85190685396,Artificial Intelligence Acquisition and Response of Disaster Information Using Smart City High-Rise Wide-Angle CCTV,2-s2.0-85190685396,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85190685396'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85190685396?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190685396&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85190685396&origin=inward'}]",0,False,,Journal,2021-11-01,Nov 2021,10.7840/kics.2021.46.11.2023,22873880,,12264717,11,2023-2030,Journal of Korean Institute of Communications and Information Sciences,https://api.elsevier.com/content/abstract/scopus_id/85190685396,46,,21101210641,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Számítástechnikai és Automatizálási Kutatóintézet', 'affiliation-city': 'Budapest', 'affiliation-country': 'Hungary'}, {'@_fa': 'true', 'affilname': 'Pazmany Peter Katolikus Egyetem', 'affiliation-city': 'Budapest', 'affiliation-country': 'Hungary'}]",9516975,14,Nagy B.,SCOPUS_ID:85113212373,ChangeGAN: A Deep Network for Change Detection in Coarsely Registered Point Clouds,2-s2.0-85113212373,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85113212373'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85113212373?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85113212373&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113212373&origin=inward'}]",1,True,,Journal,2021-10-01,October 2021,10.1109/LRA.2021.3105721,23773766,,,4,8277-8284,IEEE Robotics and Automation Letters,https://api.elsevier.com/content/abstract/scopus_id/85113212373,6,,21100900379,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Mapúa University', 'affiliation-city': 'Manila', 'affiliation-country': 'Philippines'}]",,4,Iroegbu E.I.,SCOPUS_ID:85110080731,Accelerating the training of deep reinforcement learning in autonomous driving,2-s2.0-85110080731,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85110080731'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85110080731?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85110080731&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110080731&origin=inward'}]",1,True,,Journal,2021-09-01,September 2021,10.11591/ijai.v10.i3.pp649-656,22528938,,20894872,3,649-656,IAES International Journal of Artificial Intelligence,https://api.elsevier.com/content/abstract/scopus_id/85110080731,10,,21100901206,ar,Article
